edge_id,pair_id,source,target,domain,weight,source_name,target_name,source_institution,target_institution,source_country,target_country
nunes-b--rabe-i#vector_borne,nunes-b--rabe-i,nunes-b,rabe-i,vector_borne,1,"Nunes, Bruno T D","Rabe, Ingrid B",,World Health Organization,Brazil,Switzerland
nunes-b--resende-p#vector_borne,nunes-b--resende-p,nunes-b,resende-p,vector_borne,1,"Nunes, Bruno T D","Resende, Paola",,,Brazil,Brazil
nunes-b--rodriguez-a#vector_borne,nunes-b--rodriguez-a,nunes-b,rodriguez-a,vector_borne,1,"Nunes, Bruno T D","Rodriguez, Angel",,World Health Organization,Brazil,United States
nunes-b--rojas-d#vector_borne,nunes-b--rojas-d,nunes-b,rojas-d,vector_borne,1,"Nunes, Bruno T D","Rojas, Diego",,World Health Organization,Brazil,Switzerland
nunes-b--ruis-c#vector_borne,nunes-b--ruis-c,nunes-b,ruis-c,vector_borne,1,"Nunes, Bruno T D","Ruis, Christopher",,University of Cambridge,Brazil,United Kingdom
nunes-b--saha-s#vector_borne,nunes-b--saha-s,nunes-b,saha-s,vector_borne,1,"Nunes, Bruno T D","Saha, Senjuti",,,Brazil,Bangladesh
nunes-b--subissi-l#vector_borne,nunes-b--subissi-l,nunes-b,subissi-l,vector_borne,1,"Nunes, Bruno T D","Subissi, Lorenzo",,World Health Organization,Brazil,Switzerland
nunes-b--suzuki-t#vector_borne,nunes-b--suzuki-t,nunes-b,suzuki-t,vector_borne,1,"Nunes, Bruno T D","Suzuki, Tadaki",,,Brazil,Japan
nunes-b--vankerkhove-m#vector_borne,nunes-b--vankerkhove-m,nunes-b,vankerkhove-m,vector_borne,1,"Nunes, Bruno T D","Van Kerkhove, Maria D",,World Health Organization,Brazil,Switzerland
nunes-b--vicari-a#vector_borne,nunes-b--vicari-a,nunes-b,vicari-a,vector_borne,1,"Nunes, Bruno T D","Vicari, Andrea",,World Health Organization,Brazil,United States
nunes-b--vongottberg-a#vector_borne,nunes-b--vongottberg-a,nunes-b,vongottberg-a,vector_borne,1,"Nunes, Bruno T D","von Gottberg, Anne",,,Brazil,South Africa
nunes-b--yadav-p#vector_borne,nunes-b--yadav-p,nunes-b,yadav-p,vector_borne,1,"Nunes, Bruno T D","Yadav, Pragya",,,Brazil,India
otieno-j--oudemunnink-b#vector_borne,otieno-j--oudemunnink-b,otieno-j,oudemunnink-b,vector_borne,1,"Otieno, James R","Oude Munnink, Bas B",World Health Organization,,Switzerland,Netherlands
otieno-j--palacios-g#vector_borne,otieno-j--palacios-g,otieno-j,palacios-g,vector_borne,1,"Otieno, James R","Palacios, Gustavo",World Health Organization,,Switzerland,United States
otieno-j--peiris-m#vector_borne,otieno-j--peiris-m,otieno-j,peiris-m,vector_borne,1,"Otieno, James R","Peiris, Malik",World Health Organization,University of Hong Kong,Switzerland,China
otieno-j--rabe-i#vector_borne,otieno-j--rabe-i,otieno-j,rabe-i,vector_borne,1,"Otieno, James R","Rabe, Ingrid B",World Health Organization,World Health Organization,Switzerland,Switzerland
otieno-j--resende-p#vector_borne,otieno-j--resende-p,otieno-j,resende-p,vector_borne,1,"Otieno, James R","Resende, Paola",World Health Organization,,Switzerland,Brazil
otieno-j--rodriguez-a#vector_borne,otieno-j--rodriguez-a,otieno-j,rodriguez-a,vector_borne,1,"Otieno, James R","Rodriguez, Angel",World Health Organization,World Health Organization,Switzerland,United States
otieno-j--rojas-d#vector_borne,otieno-j--rojas-d,otieno-j,rojas-d,vector_borne,1,"Otieno, James R","Rojas, Diego",World Health Organization,World Health Organization,Switzerland,Switzerland
otieno-j--ruis-c#vector_borne,otieno-j--ruis-c,otieno-j,ruis-c,vector_borne,1,"Otieno, James R","Ruis, Christopher",World Health Organization,University of Cambridge,Switzerland,United Kingdom
otieno-j--saha-s#vector_borne,otieno-j--saha-s,otieno-j,saha-s,vector_borne,1,"Otieno, James R","Saha, Senjuti",World Health Organization,,Switzerland,Bangladesh
otieno-j--subissi-l#vector_borne,otieno-j--subissi-l,otieno-j,subissi-l,vector_borne,1,"Otieno, James R","Subissi, Lorenzo",World Health Organization,World Health Organization,Switzerland,Switzerland
otieno-j--suzuki-t#vector_borne,otieno-j--suzuki-t,otieno-j,suzuki-t,vector_borne,1,"Otieno, James R","Suzuki, Tadaki",World Health Organization,,Switzerland,Japan
otieno-j--vankerkhove-m#vector_borne,otieno-j--vankerkhove-m,otieno-j,vankerkhove-m,vector_borne,1,"Otieno, James R","Van Kerkhove, Maria D",World Health Organization,World Health Organization,Switzerland,Switzerland
otieno-j--vicari-a#vector_borne,otieno-j--vicari-a,otieno-j,vicari-a,vector_borne,1,"Otieno, James R","Vicari, Andrea",World Health Organization,World Health Organization,Switzerland,United States
otieno-j--vongottberg-a#vector_borne,otieno-j--vongottberg-a,otieno-j,vongottberg-a,vector_borne,1,"Otieno, James R","von Gottberg, Anne",World Health Organization,,Switzerland,South Africa
otieno-j--yadav-p#vector_borne,otieno-j--yadav-p,otieno-j,yadav-p,vector_borne,1,"Otieno, James R","Yadav, Pragya",World Health Organization,,Switzerland,India
oudemunnink-b--palacios-g#vector_borne,oudemunnink-b--palacios-g,oudemunnink-b,palacios-g,vector_borne,1,"Oude Munnink, Bas B","Palacios, Gustavo",,,Netherlands,United States
oudemunnink-b--peiris-m#vector_borne,oudemunnink-b--peiris-m,oudemunnink-b,peiris-m,vector_borne,1,"Oude Munnink, Bas B","Peiris, Malik",,University of Hong Kong,Netherlands,China
oudemunnink-b--rabe-i#vector_borne,oudemunnink-b--rabe-i,oudemunnink-b,rabe-i,vector_borne,1,"Oude Munnink, Bas B","Rabe, Ingrid B",,World Health Organization,Netherlands,Switzerland
oudemunnink-b--resende-p#vector_borne,oudemunnink-b--resende-p,oudemunnink-b,resende-p,vector_borne,1,"Oude Munnink, Bas B","Resende, Paola",,,Netherlands,Brazil
oudemunnink-b--rodriguez-a#vector_borne,oudemunnink-b--rodriguez-a,oudemunnink-b,rodriguez-a,vector_borne,1,"Oude Munnink, Bas B","Rodriguez, Angel",,World Health Organization,Netherlands,United States
oudemunnink-b--rojas-d#vector_borne,oudemunnink-b--rojas-d,oudemunnink-b,rojas-d,vector_borne,1,"Oude Munnink, Bas B","Rojas, Diego",,World Health Organization,Netherlands,Switzerland
oudemunnink-b--ruis-c#vector_borne,oudemunnink-b--ruis-c,oudemunnink-b,ruis-c,vector_borne,1,"Oude Munnink, Bas B","Ruis, Christopher",,University of Cambridge,Netherlands,United Kingdom
oudemunnink-b--saha-s#vector_borne,oudemunnink-b--saha-s,oudemunnink-b,saha-s,vector_borne,1,"Oude Munnink, Bas B","Saha, Senjuti",,,Netherlands,Bangladesh
oudemunnink-b--subissi-l#vector_borne,oudemunnink-b--subissi-l,oudemunnink-b,subissi-l,vector_borne,1,"Oude Munnink, Bas B","Subissi, Lorenzo",,World Health Organization,Netherlands,Switzerland
oudemunnink-b--suzuki-t#vector_borne,oudemunnink-b--suzuki-t,oudemunnink-b,suzuki-t,vector_borne,1,"Oude Munnink, Bas B","Suzuki, Tadaki",,,Netherlands,Japan
oudemunnink-b--vankerkhove-m#vector_borne,oudemunnink-b--vankerkhove-m,oudemunnink-b,vankerkhove-m,vector_borne,1,"Oude Munnink, Bas B","Van Kerkhove, Maria D",,World Health Organization,Netherlands,Switzerland
oudemunnink-b--vicari-a#vector_borne,oudemunnink-b--vicari-a,oudemunnink-b,vicari-a,vector_borne,1,"Oude Munnink, Bas B","Vicari, Andrea",,World Health Organization,Netherlands,United States
oudemunnink-b--vongottberg-a#vector_borne,oudemunnink-b--vongottberg-a,oudemunnink-b,vongottberg-a,vector_borne,1,"Oude Munnink, Bas B","von Gottberg, Anne",,,Netherlands,South Africa
oudemunnink-b--yadav-p#vector_borne,oudemunnink-b--yadav-p,oudemunnink-b,yadav-p,vector_borne,1,"Oude Munnink, Bas B","Yadav, Pragya",,,Netherlands,India
palacios-g--peiris-m#vector_borne,palacios-g--peiris-m,palacios-g,peiris-m,vector_borne,1,"Palacios, Gustavo","Peiris, Malik",,University of Hong Kong,United States,China
palacios-g--rabe-i#vector_borne,palacios-g--rabe-i,palacios-g,rabe-i,vector_borne,1,"Palacios, Gustavo","Rabe, Ingrid B",,World Health Organization,United States,Switzerland
palacios-g--resende-p#vector_borne,palacios-g--resende-p,palacios-g,resende-p,vector_borne,1,"Palacios, Gustavo","Resende, Paola",,,United States,Brazil
palacios-g--rodriguez-a#vector_borne,palacios-g--rodriguez-a,palacios-g,rodriguez-a,vector_borne,1,"Palacios, Gustavo","Rodriguez, Angel",,World Health Organization,United States,United States
palacios-g--rojas-d#vector_borne,palacios-g--rojas-d,palacios-g,rojas-d,vector_borne,1,"Palacios, Gustavo","Rojas, Diego",,World Health Organization,United States,Switzerland
palacios-g--ruis-c#vector_borne,palacios-g--ruis-c,palacios-g,ruis-c,vector_borne,1,"Palacios, Gustavo","Ruis, Christopher",,University of Cambridge,United States,United Kingdom
palacios-g--saha-s#vector_borne,palacios-g--saha-s,palacios-g,saha-s,vector_borne,1,"Palacios, Gustavo","Saha, Senjuti",,,United States,Bangladesh
palacios-g--subissi-l#vector_borne,palacios-g--subissi-l,palacios-g,subissi-l,vector_borne,1,"Palacios, Gustavo","Subissi, Lorenzo",,World Health Organization,United States,Switzerland
palacios-g--suzuki-t#vector_borne,palacios-g--suzuki-t,palacios-g,suzuki-t,vector_borne,1,"Palacios, Gustavo","Suzuki, Tadaki",,,United States,Japan
palacios-g--vankerkhove-m#vector_borne,palacios-g--vankerkhove-m,palacios-g,vankerkhove-m,vector_borne,1,"Palacios, Gustavo","Van Kerkhove, Maria D",,World Health Organization,United States,Switzerland
palacios-g--vicari-a#vector_borne,palacios-g--vicari-a,palacios-g,vicari-a,vector_borne,1,"Palacios, Gustavo","Vicari, Andrea",,World Health Organization,United States,United States
palacios-g--vongottberg-a#vector_borne,palacios-g--vongottberg-a,palacios-g,vongottberg-a,vector_borne,1,"Palacios, Gustavo","von Gottberg, Anne",,,United States,South Africa
palacios-g--yadav-p#vector_borne,palacios-g--yadav-p,palacios-g,yadav-p,vector_borne,1,"Palacios, Gustavo","Yadav, Pragya",,,United States,India
peiris-m--rabe-i#vector_borne,peiris-m--rabe-i,peiris-m,rabe-i,vector_borne,1,"Peiris, Malik","Rabe, Ingrid B",University of Hong Kong,World Health Organization,China,Switzerland
peiris-m--resende-p#vector_borne,peiris-m--resende-p,peiris-m,resende-p,vector_borne,1,"Peiris, Malik","Resende, Paola",University of Hong Kong,,China,Brazil
peiris-m--rodriguez-a#vector_borne,peiris-m--rodriguez-a,peiris-m,rodriguez-a,vector_borne,1,"Peiris, Malik","Rodriguez, Angel",University of Hong Kong,World Health Organization,China,United States
peiris-m--rojas-d#vector_borne,peiris-m--rojas-d,peiris-m,rojas-d,vector_borne,1,"Peiris, Malik","Rojas, Diego",University of Hong Kong,World Health Organization,China,Switzerland
peiris-m--ruis-c#vector_borne,peiris-m--ruis-c,peiris-m,ruis-c,vector_borne,1,"Peiris, Malik","Ruis, Christopher",University of Hong Kong,University of Cambridge,China,United Kingdom
peiris-m--saha-s#vector_borne,peiris-m--saha-s,peiris-m,saha-s,vector_borne,1,"Peiris, Malik","Saha, Senjuti",University of Hong Kong,,China,Bangladesh
peiris-m--subissi-l#vector_borne,peiris-m--subissi-l,peiris-m,subissi-l,vector_borne,1,"Peiris, Malik","Subissi, Lorenzo",University of Hong Kong,World Health Organization,China,Switzerland
peiris-m--suzuki-t#vector_borne,peiris-m--suzuki-t,peiris-m,suzuki-t,vector_borne,1,"Peiris, Malik","Suzuki, Tadaki",University of Hong Kong,,China,Japan
peiris-m--vankerkhove-m#vector_borne,peiris-m--vankerkhove-m,peiris-m,vankerkhove-m,vector_borne,1,"Peiris, Malik","Van Kerkhove, Maria D",University of Hong Kong,World Health Organization,China,Switzerland
peiris-m--vicari-a#vector_borne,peiris-m--vicari-a,peiris-m,vicari-a,vector_borne,1,"Peiris, Malik","Vicari, Andrea",University of Hong Kong,World Health Organization,China,United States
peiris-m--vongottberg-a#vector_borne,peiris-m--vongottberg-a,peiris-m,vongottberg-a,vector_borne,1,"Peiris, Malik","von Gottberg, Anne",University of Hong Kong,,China,South Africa
peiris-m--yadav-p#vector_borne,peiris-m--yadav-p,peiris-m,yadav-p,vector_borne,1,"Peiris, Malik","Yadav, Pragya",University of Hong Kong,,China,India
rabe-i--resende-p#vector_borne,rabe-i--resende-p,rabe-i,resende-p,vector_borne,1,"Rabe, Ingrid B","Resende, Paola",World Health Organization,,Switzerland,Brazil
rabe-i--rodriguez-a#vector_borne,rabe-i--rodriguez-a,rabe-i,rodriguez-a,vector_borne,1,"Rabe, Ingrid B","Rodriguez, Angel",World Health Organization,World Health Organization,Switzerland,United States
rabe-i--rojas-d#vector_borne,rabe-i--rojas-d,rabe-i,rojas-d,vector_borne,1,"Rabe, Ingrid B","Rojas, Diego",World Health Organization,World Health Organization,Switzerland,Switzerland
rabe-i--ruis-c#vector_borne,rabe-i--ruis-c,rabe-i,ruis-c,vector_borne,1,"Rabe, Ingrid B","Ruis, Christopher",World Health Organization,University of Cambridge,Switzerland,United Kingdom
rabe-i--saha-s#vector_borne,rabe-i--saha-s,rabe-i,saha-s,vector_borne,1,"Rabe, Ingrid B","Saha, Senjuti",World Health Organization,,Switzerland,Bangladesh
rabe-i--subissi-l#vector_borne,rabe-i--subissi-l,rabe-i,subissi-l,vector_borne,1,"Rabe, Ingrid B","Subissi, Lorenzo",World Health Organization,World Health Organization,Switzerland,Switzerland
rabe-i--suzuki-t#vector_borne,rabe-i--suzuki-t,rabe-i,suzuki-t,vector_borne,1,"Rabe, Ingrid B","Suzuki, Tadaki",World Health Organization,,Switzerland,Japan
rabe-i--vankerkhove-m#vector_borne,rabe-i--vankerkhove-m,rabe-i,vankerkhove-m,vector_borne,1,"Rabe, Ingrid B","Van Kerkhove, Maria D",World Health Organization,World Health Organization,Switzerland,Switzerland
rabe-i--vicari-a#vector_borne,rabe-i--vicari-a,rabe-i,vicari-a,vector_borne,1,"Rabe, Ingrid B","Vicari, Andrea",World Health Organization,World Health Organization,Switzerland,United States
rabe-i--vongottberg-a#vector_borne,rabe-i--vongottberg-a,rabe-i,vongottberg-a,vector_borne,1,"Rabe, Ingrid B","von Gottberg, Anne",World Health Organization,,Switzerland,South Africa
rabe-i--yadav-p#vector_borne,rabe-i--yadav-p,rabe-i,yadav-p,vector_borne,1,"Rabe, Ingrid B","Yadav, Pragya",World Health Organization,,Switzerland,India
resende-p--rodriguez-a#vector_borne,resende-p--rodriguez-a,resende-p,rodriguez-a,vector_borne,1,"Resende, Paola","Rodriguez, Angel",,World Health Organization,Brazil,United States
resende-p--rojas-d#vector_borne,resende-p--rojas-d,resende-p,rojas-d,vector_borne,1,"Resende, Paola","Rojas, Diego",,World Health Organization,Brazil,Switzerland
resende-p--ruis-c#vector_borne,resende-p--ruis-c,resende-p,ruis-c,vector_borne,1,"Resende, Paola","Ruis, Christopher",,University of Cambridge,Brazil,United Kingdom
resende-p--saha-s#vector_borne,resende-p--saha-s,resende-p,saha-s,vector_borne,1,"Resende, Paola","Saha, Senjuti",,,Brazil,Bangladesh
resende-p--subissi-l#vector_borne,resende-p--subissi-l,resende-p,subissi-l,vector_borne,1,"Resende, Paola","Subissi, Lorenzo",,World Health Organization,Brazil,Switzerland
resende-p--suzuki-t#vector_borne,resende-p--suzuki-t,resende-p,suzuki-t,vector_borne,1,"Resende, Paola","Suzuki, Tadaki",,,Brazil,Japan
resende-p--vankerkhove-m#vector_borne,resende-p--vankerkhove-m,resende-p,vankerkhove-m,vector_borne,1,"Resende, Paola","Van Kerkhove, Maria D",,World Health Organization,Brazil,Switzerland
resende-p--vicari-a#vector_borne,resende-p--vicari-a,resende-p,vicari-a,vector_borne,1,"Resende, Paola","Vicari, Andrea",,World Health Organization,Brazil,United States
resende-p--vongottberg-a#vector_borne,resende-p--vongottberg-a,resende-p,vongottberg-a,vector_borne,1,"Resende, Paola","von Gottberg, Anne",,,Brazil,South Africa
resende-p--yadav-p#vector_borne,resende-p--yadav-p,resende-p,yadav-p,vector_borne,1,"Resende, Paola","Yadav, Pragya",,,Brazil,India
rodriguez-a--rojas-d#vector_borne,rodriguez-a--rojas-d,rodriguez-a,rojas-d,vector_borne,1,"Rodriguez, Angel","Rojas, Diego",World Health Organization,World Health Organization,United States,Switzerland
rodriguez-a--ruis-c#vector_borne,rodriguez-a--ruis-c,rodriguez-a,ruis-c,vector_borne,1,"Rodriguez, Angel","Ruis, Christopher",World Health Organization,University of Cambridge,United States,United Kingdom
rodriguez-a--saha-s#vector_borne,rodriguez-a--saha-s,rodriguez-a,saha-s,vector_borne,1,"Rodriguez, Angel","Saha, Senjuti",World Health Organization,,United States,Bangladesh
rodriguez-a--subissi-l#vector_borne,rodriguez-a--subissi-l,rodriguez-a,subissi-l,vector_borne,1,"Rodriguez, Angel","Subissi, Lorenzo",World Health Organization,World Health Organization,United States,Switzerland
rodriguez-a--suzuki-t#vector_borne,rodriguez-a--suzuki-t,rodriguez-a,suzuki-t,vector_borne,1,"Rodriguez, Angel","Suzuki, Tadaki",World Health Organization,,United States,Japan
rodriguez-a--vankerkhove-m#vector_borne,rodriguez-a--vankerkhove-m,rodriguez-a,vankerkhove-m,vector_borne,1,"Rodriguez, Angel","Van Kerkhove, Maria D",World Health Organization,World Health Organization,United States,Switzerland
rodriguez-a--vicari-a#vector_borne,rodriguez-a--vicari-a,rodriguez-a,vicari-a,vector_borne,1,"Rodriguez, Angel","Vicari, Andrea",World Health Organization,World Health Organization,United States,United States
rodriguez-a--vongottberg-a#vector_borne,rodriguez-a--vongottberg-a,rodriguez-a,vongottberg-a,vector_borne,1,"Rodriguez, Angel","von Gottberg, Anne",World Health Organization,,United States,South Africa
rodriguez-a--yadav-p#vector_borne,rodriguez-a--yadav-p,rodriguez-a,yadav-p,vector_borne,1,"Rodriguez, Angel","Yadav, Pragya",World Health Organization,,United States,India
rojas-d--ruis-c#vector_borne,rojas-d--ruis-c,rojas-d,ruis-c,vector_borne,1,"Rojas, Diego","Ruis, Christopher",World Health Organization,University of Cambridge,Switzerland,United Kingdom
rojas-d--saha-s#vector_borne,rojas-d--saha-s,rojas-d,saha-s,vector_borne,1,"Rojas, Diego","Saha, Senjuti",World Health Organization,,Switzerland,Bangladesh
rojas-d--subissi-l#vector_borne,rojas-d--subissi-l,rojas-d,subissi-l,vector_borne,1,"Rojas, Diego","Subissi, Lorenzo",World Health Organization,World Health Organization,Switzerland,Switzerland
rojas-d--suzuki-t#vector_borne,rojas-d--suzuki-t,rojas-d,suzuki-t,vector_borne,1,"Rojas, Diego","Suzuki, Tadaki",World Health Organization,,Switzerland,Japan
rojas-d--vankerkhove-m#vector_borne,rojas-d--vankerkhove-m,rojas-d,vankerkhove-m,vector_borne,1,"Rojas, Diego","Van Kerkhove, Maria D",World Health Organization,World Health Organization,Switzerland,Switzerland
rojas-d--vicari-a#vector_borne,rojas-d--vicari-a,rojas-d,vicari-a,vector_borne,1,"Rojas, Diego","Vicari, Andrea",World Health Organization,World Health Organization,Switzerland,United States
rojas-d--vongottberg-a#vector_borne,rojas-d--vongottberg-a,rojas-d,vongottberg-a,vector_borne,1,"Rojas, Diego","von Gottberg, Anne",World Health Organization,,Switzerland,South Africa
rojas-d--yadav-p#vector_borne,rojas-d--yadav-p,rojas-d,yadav-p,vector_borne,1,"Rojas, Diego","Yadav, Pragya",World Health Organization,,Switzerland,India
ruis-c--saha-s#vector_borne,ruis-c--saha-s,ruis-c,saha-s,vector_borne,1,"Ruis, Christopher","Saha, Senjuti",University of Cambridge,,United Kingdom,Bangladesh
ruis-c--subissi-l#vector_borne,ruis-c--subissi-l,ruis-c,subissi-l,vector_borne,1,"Ruis, Christopher","Subissi, Lorenzo",University of Cambridge,World Health Organization,United Kingdom,Switzerland
ruis-c--suzuki-t#vector_borne,ruis-c--suzuki-t,ruis-c,suzuki-t,vector_borne,1,"Ruis, Christopher","Suzuki, Tadaki",University of Cambridge,,United Kingdom,Japan
ruis-c--vankerkhove-m#vector_borne,ruis-c--vankerkhove-m,ruis-c,vankerkhove-m,vector_borne,1,"Ruis, Christopher","Van Kerkhove, Maria D",University of Cambridge,World Health Organization,United Kingdom,Switzerland
ruis-c--vicari-a#vector_borne,ruis-c--vicari-a,ruis-c,vicari-a,vector_borne,1,"Ruis, Christopher","Vicari, Andrea",University of Cambridge,World Health Organization,United Kingdom,United States
ruis-c--vongottberg-a#vector_borne,ruis-c--vongottberg-a,ruis-c,vongottberg-a,vector_borne,1,"Ruis, Christopher","von Gottberg, Anne",University of Cambridge,,United Kingdom,South Africa
ruis-c--yadav-p#vector_borne,ruis-c--yadav-p,ruis-c,yadav-p,vector_borne,1,"Ruis, Christopher","Yadav, Pragya",University of Cambridge,,United Kingdom,India
saha-s--subissi-l#vector_borne,saha-s--subissi-l,saha-s,subissi-l,vector_borne,1,"Saha, Senjuti","Subissi, Lorenzo",,World Health Organization,Bangladesh,Switzerland
saha-s--suzuki-t#vector_borne,saha-s--suzuki-t,saha-s,suzuki-t,vector_borne,1,"Saha, Senjuti","Suzuki, Tadaki",,,Bangladesh,Japan
saha-s--vankerkhove-m#vector_borne,saha-s--vankerkhove-m,saha-s,vankerkhove-m,vector_borne,1,"Saha, Senjuti","Van Kerkhove, Maria D",,World Health Organization,Bangladesh,Switzerland
saha-s--vicari-a#vector_borne,saha-s--vicari-a,saha-s,vicari-a,vector_borne,1,"Saha, Senjuti","Vicari, Andrea",,World Health Organization,Bangladesh,United States
saha-s--vongottberg-a#vector_borne,saha-s--vongottberg-a,saha-s,vongottberg-a,vector_borne,1,"Saha, Senjuti","von Gottberg, Anne",,,Bangladesh,South Africa
saha-s--yadav-p#vector_borne,saha-s--yadav-p,saha-s,yadav-p,vector_borne,1,"Saha, Senjuti","Yadav, Pragya",,,Bangladesh,India
subissi-l--suzuki-t#vector_borne,subissi-l--suzuki-t,subissi-l,suzuki-t,vector_borne,1,"Subissi, Lorenzo","Suzuki, Tadaki",World Health Organization,,Switzerland,Japan
subissi-l--vankerkhove-m#vector_borne,subissi-l--vankerkhove-m,subissi-l,vankerkhove-m,vector_borne,1,"Subissi, Lorenzo","Van Kerkhove, Maria D",World Health Organization,World Health Organization,Switzerland,Switzerland
subissi-l--vicari-a#vector_borne,subissi-l--vicari-a,subissi-l,vicari-a,vector_borne,1,"Subissi, Lorenzo","Vicari, Andrea",World Health Organization,World Health Organization,Switzerland,United States
subissi-l--vongottberg-a#vector_borne,subissi-l--vongottberg-a,subissi-l,vongottberg-a,vector_borne,1,"Subissi, Lorenzo","von Gottberg, Anne",World Health Organization,,Switzerland,South Africa
subissi-l--yadav-p#vector_borne,subissi-l--yadav-p,subissi-l,yadav-p,vector_borne,1,"Subissi, Lorenzo","Yadav, Pragya",World Health Organization,,Switzerland,India
suzuki-t--vankerkhove-m#vector_borne,suzuki-t--vankerkhove-m,suzuki-t,vankerkhove-m,vector_borne,1,"Suzuki, Tadaki","Van Kerkhove, Maria D",,World Health Organization,Japan,Switzerland
suzuki-t--vicari-a#vector_borne,suzuki-t--vicari-a,suzuki-t,vicari-a,vector_borne,1,"Suzuki, Tadaki","Vicari, Andrea",,World Health Organization,Japan,United States
suzuki-t--vongottberg-a#vector_borne,suzuki-t--vongottberg-a,suzuki-t,vongottberg-a,vector_borne,1,"Suzuki, Tadaki","von Gottberg, Anne",,,Japan,South Africa
suzuki-t--yadav-p#vector_borne,suzuki-t--yadav-p,suzuki-t,yadav-p,vector_borne,1,"Suzuki, Tadaki","Yadav, Pragya",,,Japan,India
vankerkhove-m--vicari-a#vector_borne,vankerkhove-m--vicari-a,vankerkhove-m,vicari-a,vector_borne,1,"Van Kerkhove, Maria D","Vicari, Andrea",World Health Organization,World Health Organization,Switzerland,United States
vankerkhove-m--vongottberg-a#vector_borne,vankerkhove-m--vongottberg-a,vankerkhove-m,vongottberg-a,vector_borne,1,"Van Kerkhove, Maria D","von Gottberg, Anne",World Health Organization,,Switzerland,South Africa
vankerkhove-m--yadav-p#vector_borne,vankerkhove-m--yadav-p,vankerkhove-m,yadav-p,vector_borne,1,"Van Kerkhove, Maria D","Yadav, Pragya",World Health Organization,,Switzerland,India
vicari-a--vongottberg-a#vector_borne,vicari-a--vongottberg-a,vicari-a,vongottberg-a,vector_borne,1,"Vicari, Andrea","von Gottberg, Anne",World Health Organization,,United States,South Africa
vicari-a--yadav-p#vector_borne,vicari-a--yadav-p,vicari-a,yadav-p,vector_borne,1,"Vicari, Andrea","Yadav, Pragya",World Health Organization,,United States,India
vongottberg-a--yadav-p#vector_borne,vongottberg-a--yadav-p,vongottberg-a,yadav-p,vector_borne,1,"von Gottberg, Anne","Yadav, Pragya",,,South Africa,India
bosworth-h--gwasma-f#sti,bosworth-h--gwasma-f,bosworth-h,gwasma-f,sti,1,"Bosworth, Hayden B","Gwasma, Francis",,,,Tanzania
bosworth-h--hertz-j#sti,bosworth-h--hertz-j,bosworth-h,hertz-j,sti,1,"Bosworth, Hayden B","Hertz, Julian T",,,,
bosworth-h--jafar-t#sti,bosworth-h--jafar-t,bosworth-h,jafar-t,sti,1,"Bosworth, Hayden B","Jafar, Tazeen H",,Duke-NUS Medical School,,Singapore
bosworth-h--kweka-g#sti,bosworth-h--kweka-g,bosworth-h,kweka-g,sti,1,"Bosworth, Hayden B","Kweka, Godfrey L",,,,Tanzania
bosworth-h--manavalan-p#sti,bosworth-h--manavalan-p,bosworth-h,manavalan-p,sti,1,"Bosworth, Hayden B","Manavalan, Preeti",,,,
bosworth-h--mlangi-j#sti,bosworth-h--mlangi-j,bosworth-h,mlangi-j,sti,1,"Bosworth, Hayden B","Mlangi, Jerome J",,,,Tanzania
bosworth-h--mmbaga-b#sti,bosworth-h--mmbaga-b,bosworth-h,mmbaga-b,sti,1,"Bosworth, Hayden B","Mmbaga, Blandina T",,,,Tanzania
bosworth-h--prakash-t#sti,bosworth-h--prakash-t,bosworth-h,prakash-t,sti,1,"Bosworth, Hayden B","Prakash, Tarun",,,,
bosworth-h--rahim-f#sti,bosworth-h--rahim-f,bosworth-h,rahim-f,sti,1,"Bosworth, Hayden B","Rahim, Faraan",,Harvard University,,United States
bosworth-h--sakita-f#sti,bosworth-h--sakita-f,bosworth-h,sakita-f,sti,1,"Bosworth, Hayden B","Sakita, Francis M",,,,Tanzania
bosworth-h--thielman-n#sti,bosworth-h--thielman-n,bosworth-h,thielman-n,sti,1,"Bosworth, Hayden B","Thielman, Nathan M",,,,
bosworth-h--vaidyanathan-a#sti,bosworth-h--vaidyanathan-a,bosworth-h,vaidyanathan-a,sti,1,"Bosworth, Hayden B","Vaidyanathan, Arthi",,,,
bosworth-h--wanda-l#sti,bosworth-h--wanda-l,bosworth-h,wanda-l,sti,1,"Bosworth, Hayden B","Wanda, Lisa",,,,Tanzania
bosworth-h--wang-c#sti,bosworth-h--wang-c,bosworth-h,wang-c,sti,1,"Bosworth, Hayden B","Wang, Chunyan",,,,
bosworth-h--zebedayo-r#sti,bosworth-h--zebedayo-r,bosworth-h,zebedayo-r,sti,1,"Bosworth, Hayden B","Zebedayo, Rennyda",,,,Tanzania
gwasma-f--hertz-j#sti,gwasma-f--hertz-j,gwasma-f,hertz-j,sti,1,"Gwasma, Francis","Hertz, Julian T",,,Tanzania,
gwasma-f--jafar-t#sti,gwasma-f--jafar-t,gwasma-f,jafar-t,sti,1,"Gwasma, Francis","Jafar, Tazeen H",,Duke-NUS Medical School,Tanzania,Singapore
gwasma-f--kweka-g#sti,gwasma-f--kweka-g,gwasma-f,kweka-g,sti,1,"Gwasma, Francis","Kweka, Godfrey L",,,Tanzania,Tanzania
