edge_id,pair_id,source,target,domain,weight,source_country,target_country,source_region,target_region,is_cross_border,involves_singapore
Genome Institute of Singapore--National University Health System#amr_hai,Genome Institute of Singapore--National University Health System,Genome Institute of Singapore,National University Health System,amr_hai,1,Singapore,Singapore,Southeast Asia,Southeast Asia,0,1
Genome Institute of Singapore--National University Hospital#amr_hai,Genome Institute of Singapore--National University Hospital,Genome Institute of Singapore,National University Hospital,amr_hai,1,Singapore,Singapore,Southeast Asia,Southeast Asia,0,1
Genome Institute of Singapore--National University of Singapore#amr_hai,Genome Institute of Singapore--National University of Singapore,Genome Institute of Singapore,National University of Singapore,amr_hai,1,Singapore,Singapore,Southeast Asia,Southeast Asia,0,1
Genome Institute of Singapore--Oxford University Clinical Research Unit#amr_hai,Genome Institute of Singapore--Oxford University Clinical Research Unit,Genome Institute of Singapore,Oxford University Clinical Research Unit,amr_hai,1,Singapore,Viet Nam,Southeast Asia,Southeast Asia,1,1
Genome Institute of Singapore--University of Oxford#amr_hai,Genome Institute of Singapore--University of Oxford,Genome Institute of Singapore,University of Oxford,amr_hai,1,Singapore,United Kingdom,Southeast Asia,Europe,1,1
Changi General Hospital--Duke-NUS Medical School#tb,Changi General Hospital--Duke-NUS Medical School,Changi General Hospital,Duke-NUS Medical School,tb,1,Singapore,Singapore,Southeast Asia,Southeast Asia,0,1
Changi General Hospital--Sengkang General Hospital#tb,Changi General Hospital--Sengkang General Hospital,Changi General Hospital,Sengkang General Hospital,tb,1,Singapore,Singapore,Southeast Asia,Southeast Asia,0,1
Duke-NUS Medical School--Sengkang General Hospital#tb,Duke-NUS Medical School--Sengkang General Hospital,Duke-NUS Medical School,Sengkang General Hospital,tb,1,Singapore,Singapore,Southeast Asia,Southeast Asia,0,1
National University of Singapore--University of Hong Kong#vector_borne,National University of Singapore--University of Hong Kong,National University of Singapore,University of Hong Kong,vector_borne,1,Singapore,Hong Kong SAR,Southeast Asia,East Asia,1,1
"Agency for Science, Technology and Research--KK Women's and Children's Hospital#amr_hai","Agency for Science, Technology and Research--KK Women's and Children's Hospital","Agency for Science, Technology and Research",KK Women's and Children's Hospital,amr_hai,1,Singapore,Singapore,Southeast Asia,Southeast Asia,0,1
"Agency for Science, Technology and Research--Nanyang Technological University#amr_hai","Agency for Science, Technology and Research--Nanyang Technological University","Agency for Science, Technology and Research",Nanyang Technological University,amr_hai,1,Singapore,Singapore,Southeast Asia,Southeast Asia,0,1
"Agency for Science, Technology and Research--National University Health System#amr_hai","Agency for Science, Technology and Research--National University Health System","Agency for Science, Technology and Research",National University Health System,amr_hai,1,Singapore,Singapore,Southeast Asia,Southeast Asia,0,1
"Agency for Science, Technology and Research--National University Hospital#amr_hai","Agency for Science, Technology and Research--National University Hospital","Agency for Science, Technology and Research",National University Hospital,amr_hai,1,Singapore,Singapore,Southeast Asia,Southeast Asia,0,1
"Agency for Science, Technology and Research--National University of Singapore#amr_hai","Agency for Science, Technology and Research--National University of Singapore","Agency for Science, Technology and Research",National University of Singapore,amr_hai,1,Singapore,Singapore,Southeast Asia,Southeast Asia,0,1
KK Women's and Children's Hospital--National University Health System#amr_hai,KK Women's and Children's Hospital--National University Health System,KK Women's and Children's Hospital,National University Health System,amr_hai,1,Singapore,Singapore,Southeast Asia,Southeast Asia,0,1
KK Women's and Children's Hospital--National University Hospital#amr_hai,KK Women's and Children's Hospital--National University Hospital,KK Women's and Children's Hospital,National University Hospital,amr_hai,1,Singapore,Singapore,Southeast Asia,Southeast Asia,0,1
Nanyang Technological University--National University Hospital#amr_hai,Nanyang Technological University--National University Hospital,Nanyang Technological University,National University Hospital,amr_hai,1,Singapore,Singapore,Southeast Asia,Southeast Asia,0,1
"Agency for Science, Technology and Research--Nanyang Technological University#rti","Agency for Science, Technology and Research--Nanyang Technological University","Agency for Science, Technology and Research",Nanyang Technological University,rti,1,Singapore,Singapore,Southeast Asia,Southeast Asia,0,1
Bioinformatics Institute--Nanyang Technological University#rti,Bioinformatics Institute--Nanyang Technological University,Bioinformatics Institute,Nanyang Technological University,rti,1,United Kingdom,Singapore,Europe,Southeast Asia,1,1
"Agency for Science, Technology and Research--Experimental Drug Development Centre#amr_hai","Agency for Science, Technology and Research--Experimental Drug Development Centre","Agency for Science, Technology and Research",Experimental Drug Development Centre,amr_hai,1,Singapore,Singapore,Southeast Asia,Southeast Asia,0,1
National University of Singapore--University of Malaya#sti,National University of Singapore--University of Malaya,National University of Singapore,University of Malaya,sti,1,Singapore,Malaysia,Southeast Asia,Southeast Asia,1,1
Harvard University--SingHealth#sti,Harvard University--SingHealth,Harvard University,SingHealth,sti,1,United States,Singapore,North America,Southeast Asia,1,1
Duke-NUS Medical School--SingHealth#vector_borne,Duke-NUS Medical School--SingHealth,Duke-NUS Medical School,SingHealth,vector_borne,1,Singapore,Singapore,Southeast Asia,Southeast Asia,0,1
Duke-NUS Medical School--Singapore General Hospital#vector_borne,Duke-NUS Medical School--Singapore General Hospital,Duke-NUS Medical School,Singapore General Hospital,vector_borne,1,Singapore,Singapore,Southeast Asia,Southeast Asia,0,1
National University of Singapore--Singapore General Hospital#vector_borne,National University of Singapore--Singapore General Hospital,National University of Singapore,Singapore General Hospital,vector_borne,1,Singapore,Singapore,Southeast Asia,Southeast Asia,0,1
SingHealth--Singapore General Hospital#vector_borne,SingHealth--Singapore General Hospital,SingHealth,Singapore General Hospital,vector_borne,1,Singapore,Singapore,Southeast Asia,Southeast Asia,0,1
Duke-NUS Medical School--Johns Hopkins University#amr_hai,Duke-NUS Medical School--Johns Hopkins University,Duke-NUS Medical School,Johns Hopkins University,amr_hai,1,Singapore,United States,Southeast Asia,North America,1,1
Communicable Diseases Agency--National Centre for Infectious Diseases#tb,Communicable Diseases Agency--National Centre for Infectious Diseases,Communicable Diseases Agency,National Centre for Infectious Diseases,tb,1,Singapore,Singapore,Southeast Asia,Southeast Asia,0,1
Communicable Diseases Agency--Tan Tock Seng Hospital#tb,Communicable Diseases Agency--Tan Tock Seng Hospital,Communicable Diseases Agency,Tan Tock Seng Hospital,tb,1,Singapore,Singapore,Southeast Asia,Southeast Asia,0,1
KK Women's and Children's Hospital--Nanyang Technological University#vector_borne,KK Women's and Children's Hospital--Nanyang Technological University,KK Women's and Children's Hospital,Nanyang Technological University,vector_borne,1,Singapore,Singapore,Southeast Asia,Southeast Asia,0,1
KK Women's and Children's Hospital--National University of Singapore#vector_borne,KK Women's and Children's Hospital--National University of Singapore,KK Women's and Children's Hospital,National University of Singapore,vector_borne,1,Singapore,Singapore,Southeast Asia,Southeast Asia,0,1
"Agency for Science, Technology and Research--University of Oxford#rti","Agency for Science, Technology and Research--University of Oxford","Agency for Science, Technology and Research",University of Oxford,rti,1,Singapore,United Kingdom,Southeast Asia,Europe,1,1
Nanyang Technological University--University of Malaya#vector_borne,Nanyang Technological University--University of Malaya,Nanyang Technological University,University of Malaya,vector_borne,1,Singapore,Malaysia,Southeast Asia,Southeast Asia,1,1
Duke-NUS Medical School--National Cancer Centre Singapore#sti,Duke-NUS Medical School--National Cancer Centre Singapore,Duke-NUS Medical School,National Cancer Centre Singapore,sti,1,Singapore,Singapore,Southeast Asia,Southeast Asia,0,1
Duke-NUS Medical School--National Skin Centre#sti,Duke-NUS Medical School--National Skin Centre,Duke-NUS Medical School,National Skin Centre,sti,1,Singapore,Singapore,Southeast Asia,Southeast Asia,0,1
Duke-NUS Medical School--National University Hospital#sti,Duke-NUS Medical School--National University Hospital,Duke-NUS Medical School,National University Hospital,sti,1,Singapore,Singapore,Southeast Asia,Southeast Asia,0,1
Duke-NUS Medical School--Singapore General Hospital#sti,Duke-NUS Medical School--Singapore General Hospital,Duke-NUS Medical School,Singapore General Hospital,sti,1,Singapore,Singapore,Southeast Asia,Southeast Asia,0,1
National Cancer Centre Singapore--National Skin Centre#sti,National Cancer Centre Singapore--National Skin Centre,National Cancer Centre Singapore,National Skin Centre,sti,1,Singapore,Singapore,Southeast Asia,Southeast Asia,0,1
National Cancer Centre Singapore--National University Hospital#sti,National Cancer Centre Singapore--National University Hospital,National Cancer Centre Singapore,National University Hospital,sti,1,Singapore,Singapore,Southeast Asia,Southeast Asia,0,1
National Cancer Centre Singapore--Singapore General Hospital#sti,National Cancer Centre Singapore--Singapore General Hospital,National Cancer Centre Singapore,Singapore General Hospital,sti,1,Singapore,Singapore,Southeast Asia,Southeast Asia,0,1
National Skin Centre--National University Hospital#sti,National Skin Centre--National University Hospital,National Skin Centre,National University Hospital,sti,1,Singapore,Singapore,Southeast Asia,Southeast Asia,0,1
Johns Hopkins University--London School of Hygiene & Tropical Medicine#rti,Johns Hopkins University--London School of Hygiene & Tropical Medicine,Johns Hopkins University,London School of Hygiene & Tropical Medicine,rti,1,United States,United Kingdom,North America,Europe,1,0
Johns Hopkins University--Mahidol University#rti,Johns Hopkins University--Mahidol University,Johns Hopkins University,Mahidol University,rti,1,United States,Thailand,North America,Southeast Asia,1,0
Johns Hopkins University--National University of Singapore#rti,Johns Hopkins University--National University of Singapore,Johns Hopkins University,National University of Singapore,rti,1,United States,Singapore,North America,Southeast Asia,1,1
Johns Hopkins University--Oxford University Clinical Research Unit#rti,Johns Hopkins University--Oxford University Clinical Research Unit,Johns Hopkins University,Oxford University Clinical Research Unit,rti,1,United States,Viet Nam,North America,Southeast Asia,1,0
Johns Hopkins University--University of Cambridge#rti,Johns Hopkins University--University of Cambridge,Johns Hopkins University,University of Cambridge,rti,1,United States,United Kingdom,North America,Europe,1,0
Johns Hopkins University--University of Hong Kong#rti,Johns Hopkins University--University of Hong Kong,Johns Hopkins University,University of Hong Kong,rti,1,United States,Hong Kong SAR,North America,East Asia,1,0
Johns Hopkins University--University of Melbourne#rti,Johns Hopkins University--University of Melbourne,Johns Hopkins University,University of Melbourne,rti,1,United States,Australia,North America,Oceania,1,0
Johns Hopkins University--University of Oxford#rti,Johns Hopkins University--University of Oxford,Johns Hopkins University,University of Oxford,rti,1,United States,United Kingdom,North America,Europe,1,0
London School of Hygiene & Tropical Medicine--Mahidol University#rti,London School of Hygiene & Tropical Medicine--Mahidol University,London School of Hygiene & Tropical Medicine,Mahidol University,rti,1,United Kingdom,Thailand,Europe,Southeast Asia,1,0
London School of Hygiene & Tropical Medicine--Oxford University Clinical Research Unit#rti,London School of Hygiene & Tropical Medicine--Oxford University Clinical Research Unit,London School of Hygiene & Tropical Medicine,Oxford University Clinical Research Unit,rti,1,United Kingdom,Viet Nam,Europe,Southeast Asia,1,0
London School of Hygiene & Tropical Medicine--University of Cambridge#rti,London School of Hygiene & Tropical Medicine--University of Cambridge,London School of Hygiene & Tropical Medicine,University of Cambridge,rti,1,United Kingdom,United Kingdom,Europe,Europe,0,0
London School of Hygiene & Tropical Medicine--University of Hong Kong#rti,London School of Hygiene & Tropical Medicine--University of Hong Kong,London School of Hygiene & Tropical Medicine,University of Hong Kong,rti,1,United Kingdom,Hong Kong SAR,Europe,East Asia,1,0
London School of Hygiene & Tropical Medicine--University of Melbourne#rti,London School of Hygiene & Tropical Medicine--University of Melbourne,London School of Hygiene & Tropical Medicine,University of Melbourne,rti,1,United Kingdom,Australia,Europe,Oceania,1,0
London School of Hygiene & Tropical Medicine--University of Oxford#rti,London School of Hygiene & Tropical Medicine--University of Oxford,London School of Hygiene & Tropical Medicine,University of Oxford,rti,1,United Kingdom,United Kingdom,Europe,Europe,0,0
Mahidol University--National University of Singapore#rti,Mahidol University--National University of Singapore,Mahidol University,National University of Singapore,rti,1,Thailand,Singapore,Southeast Asia,Southeast Asia,1,1
Mahidol University--Oxford University Clinical Research Unit#rti,Mahidol University--Oxford University Clinical Research Unit,Mahidol University,Oxford University Clinical Research Unit,rti,1,Thailand,Viet Nam,Southeast Asia,Southeast Asia,1,0
Mahidol University--University of Cambridge#rti,Mahidol University--University of Cambridge,Mahidol University,University of Cambridge,rti,1,Thailand,United Kingdom,Southeast Asia,Europe,1,0
Mahidol University--University of Hong Kong#rti,Mahidol University--University of Hong Kong,Mahidol University,University of Hong Kong,rti,1,Thailand,Hong Kong SAR,Southeast Asia,East Asia,1,0
Mahidol University--University of Melbourne#rti,Mahidol University--University of Melbourne,Mahidol University,University of Melbourne,rti,1,Thailand,Australia,Southeast Asia,Oceania,1,0
Mahidol University--University of Oxford#rti,Mahidol University--University of Oxford,Mahidol University,University of Oxford,rti,1,Thailand,United Kingdom,Southeast Asia,Europe,1,0
National University of Singapore--Oxford University Clinical Research Unit#rti,National University of Singapore--Oxford University Clinical Research Unit,National University of Singapore,Oxford University Clinical Research Unit,rti,1,Singapore,Viet Nam,Southeast Asia,Southeast Asia,1,1
National University of Singapore--University of Cambridge#rti,National University of Singapore--University of Cambridge,National University of Singapore,University of Cambridge,rti,1,Singapore,United Kingdom,Southeast Asia,Europe,1,1
National University of Singapore--University of Hong Kong#rti,National University of Singapore--University of Hong Kong,National University of Singapore,University of Hong Kong,rti,1,Singapore,Hong Kong SAR,Southeast Asia,East Asia,1,1
National University of Singapore--University of Melbourne#rti,National University of Singapore--University of Melbourne,National University of Singapore,University of Melbourne,rti,1,Singapore,Australia,Southeast Asia,Oceania,1,1
National University of Singapore--University of Oxford#rti,National University of Singapore--University of Oxford,National University of Singapore,University of Oxford,rti,1,Singapore,United Kingdom,Southeast Asia,Europe,1,1
Oxford University Clinical Research Unit--University of Cambridge#rti,Oxford University Clinical Research Unit--University of Cambridge,Oxford University Clinical Research Unit,University of Cambridge,rti,1,Viet Nam,United Kingdom,Southeast Asia,Europe,1,0
Oxford University Clinical Research Unit--University of Hong Kong#rti,Oxford University Clinical Research Unit--University of Hong Kong,Oxford University Clinical Research Unit,University of Hong Kong,rti,1,Viet Nam,Hong Kong SAR,Southeast Asia,East Asia,1,0
Oxford University Clinical Research Unit--University of Melbourne#rti,Oxford University Clinical Research Unit--University of Melbourne,Oxford University Clinical Research Unit,University of Melbourne,rti,1,Viet Nam,Australia,Southeast Asia,Oceania,1,0
Oxford University Clinical Research Unit--University of Oxford#rti,Oxford University Clinical Research Unit--University of Oxford,Oxford University Clinical Research Unit,University of Oxford,rti,1,Viet Nam,United Kingdom,Southeast Asia,Europe,1,0
University of Cambridge--University of Hong Kong#rti,University of Cambridge--University of Hong Kong,University of Cambridge,University of Hong Kong,rti,1,United Kingdom,Hong Kong SAR,Europe,East Asia,1,0
University of Cambridge--University of Melbourne#rti,University of Cambridge--University of Melbourne,University of Cambridge,University of Melbourne,rti,1,United Kingdom,Australia,Europe,Oceania,1,0
University of Cambridge--University of Oxford#rti,University of Cambridge--University of Oxford,University of Cambridge,University of Oxford,rti,1,United Kingdom,United Kingdom,Europe,Europe,0,0
University of Hong Kong--University of Melbourne#rti,University of Hong Kong--University of Melbourne,University of Hong Kong,University of Melbourne,rti,1,Hong Kong SAR,Australia,East Asia,Oceania,1,0
University of Hong Kong--University of Oxford#rti,University of Hong Kong--University of Oxford,University of Hong Kong,University of Oxford,rti,1,Hong Kong SAR,United Kingdom,East Asia,Europe,1,0
University of Melbourne--University of Oxford#rti,University of Melbourne--University of Oxford,University of Melbourne,University of Oxford,rti,1,Australia,United Kingdom,Oceania,Europe,1,0
Mahidol University--Singapore Food Agency#amr_hai,Mahidol University--Singapore Food Agency,Mahidol University,Singapore Food Agency,amr_hai,1,Thailand,Singapore,Southeast Asia,Southeast Asia,1,1
Mahidol University--Tan Tock Seng Hospital#amr_hai,Mahidol University--Tan Tock Seng Hospital,Mahidol University,Tan Tock Seng Hospital,amr_hai,1,Thailand,Singapore,Southeast Asia,Southeast Asia,1,1
Singapore Food Agency--Tan Tock Seng Hospital#amr_hai,Singapore Food Agency--Tan Tock Seng Hospital,Singapore Food Agency,Tan Tock Seng Hospital,amr_hai,1,Singapore,Singapore,Southeast Asia,Southeast Asia,0,1
London School of Hygiene & Tropical Medicine--Singapore Immunology Network#vector_borne,London School of Hygiene & Tropical Medicine--Singapore Immunology Network,London School of Hygiene & Tropical Medicine,Singapore Immunology Network,vector_borne,1,United Kingdom,Singapore,Europe,Southeast Asia,1,1
"A*STAR Infectious Diseases Labs--Agency for Science, Technology and Research#tb","A*STAR Infectious Diseases Labs--Agency for Science, Technology and Research",A*STAR Infectious Diseases Labs,"Agency for Science, Technology and Research",tb,1,Singapore,Singapore,Southeast Asia,Southeast Asia,0,1
A*STAR Infectious Diseases Labs--Genome Institute of Singapore#tb,A*STAR Infectious Diseases Labs--Genome Institute of Singapore,A*STAR Infectious Diseases Labs,Genome Institute of Singapore,tb,1,Singapore,Singapore,Southeast Asia,Southeast Asia,0,1
A*STAR Infectious Diseases Labs--National University Health System#tb,A*STAR Infectious Diseases Labs--National University Health System,A*STAR Infectious Diseases Labs,National University Health System,tb,1,Singapore,Singapore,Southeast Asia,Southeast Asia,0,1
A*STAR Infectious Diseases Labs--Oxford University Clinical Research Unit#tb,A*STAR Infectious Diseases Labs--Oxford University Clinical Research Unit,A*STAR Infectious Diseases Labs,Oxford University Clinical Research Unit,tb,1,Singapore,Viet Nam,Southeast Asia,Southeast Asia,1,1
A*STAR Infectious Diseases Labs--Singapore Immunology Network#tb,A*STAR Infectious Diseases Labs--Singapore Immunology Network,A*STAR Infectious Diseases Labs,Singapore Immunology Network,tb,1,Singapore,Singapore,Southeast Asia,Southeast Asia,0,1
A*STAR Infectious Diseases Labs--Tan Tock Seng Hospital#tb,A*STAR Infectious Diseases Labs--Tan Tock Seng Hospital,A*STAR Infectious Diseases Labs,Tan Tock Seng Hospital,tb,1,Singapore,Singapore,Southeast Asia,Southeast Asia,0,1
A*STAR Infectious Diseases Labs--University of Melbourne#tb,A*STAR Infectious Diseases Labs--University of Melbourne,A*STAR Infectious Diseases Labs,University of Melbourne,tb,1,Singapore,Australia,Southeast Asia,Oceania,1,1
"Agency for Science, Technology and Research--Genome Institute of Singapore#tb","Agency for Science, Technology and Research--Genome Institute of Singapore","Agency for Science, Technology and Research",Genome Institute of Singapore,tb,1,Singapore,Singapore,Southeast Asia,Southeast Asia,0,1
"Agency for Science, Technology and Research--Nanyang Technological University#tb","Agency for Science, Technology and Research--Nanyang Technological University","Agency for Science, Technology and Research",Nanyang Technological University,tb,1,Singapore,Singapore,Southeast Asia,Southeast Asia,0,1
"Agency for Science, Technology and Research--National University Health System#tb","Agency for Science, Technology and Research--National University Health System","Agency for Science, Technology and Research",National University Health System,tb,1,Singapore,Singapore,Southeast Asia,Southeast Asia,0,1
"Agency for Science, Technology and Research--National University of Singapore#tb","Agency for Science, Technology and Research--National University of Singapore","Agency for Science, Technology and Research",National University of Singapore,tb,1,Singapore,Singapore,Southeast Asia,Southeast Asia,0,1
"Agency for Science, Technology and Research--Oxford University Clinical Research Unit#tb","Agency for Science, Technology and Research--Oxford University Clinical Research Unit","Agency for Science, Technology and Research",Oxford University Clinical Research Unit,tb,1,Singapore,Viet Nam,Southeast Asia,Southeast Asia,1,1
"Agency for Science, Technology and Research--Singapore Immunology Network#tb","Agency for Science, Technology and Research--Singapore Immunology Network","Agency for Science, Technology and Research",Singapore Immunology Network,tb,1,Singapore,Singapore,Southeast Asia,Southeast Asia,0,1
"Agency for Science, Technology and Research--Tan Tock Seng Hospital#tb","Agency for Science, Technology and Research--Tan Tock Seng Hospital","Agency for Science, Technology and Research",Tan Tock Seng Hospital,tb,1,Singapore,Singapore,Southeast Asia,Southeast Asia,0,1
"Agency for Science, Technology and Research--University of Melbourne#tb","Agency for Science, Technology and Research--University of Melbourne","Agency for Science, Technology and Research",University of Melbourne,tb,1,Singapore,Australia,Southeast Asia,Oceania,1,1
Genome Institute of Singapore--Nanyang Technological University#tb,Genome Institute of Singapore--Nanyang Technological University,Genome Institute of Singapore,Nanyang Technological University,tb,1,Singapore,Singapore,Southeast Asia,Southeast Asia,0,1
Genome Institute of Singapore--National University Health System#tb,Genome Institute of Singapore--National University Health System,Genome Institute of Singapore,National University Health System,tb,1,Singapore,Singapore,Southeast Asia,Southeast Asia,0,1
Genome Institute of Singapore--National University of Singapore#tb,Genome Institute of Singapore--National University of Singapore,Genome Institute of Singapore,National University of Singapore,tb,1,Singapore,Singapore,Southeast Asia,Southeast Asia,0,1
Genome Institute of Singapore--Oxford University Clinical Research Unit#tb,Genome Institute of Singapore--Oxford University Clinical Research Unit,Genome Institute of Singapore,Oxford University Clinical Research Unit,tb,1,Singapore,Viet Nam,Southeast Asia,Southeast Asia,1,1
Genome Institute of Singapore--Singapore Immunology Network#tb,Genome Institute of Singapore--Singapore Immunology Network,Genome Institute of Singapore,Singapore Immunology Network,tb,1,Singapore,Singapore,Southeast Asia,Southeast Asia,0,1
Genome Institute of Singapore--Tan Tock Seng Hospital#tb,Genome Institute of Singapore--Tan Tock Seng Hospital,Genome Institute of Singapore,Tan Tock Seng Hospital,tb,1,Singapore,Singapore,Southeast Asia,Southeast Asia,0,1
Genome Institute of Singapore--University of Melbourne#tb,Genome Institute of Singapore--University of Melbourne,Genome Institute of Singapore,University of Melbourne,tb,1,Singapore,Australia,Southeast Asia,Oceania,1,1
Nanyang Technological University--National University Health System#tb,Nanyang Technological University--National University Health System,Nanyang Technological University,National University Health System,tb,1,Singapore,Singapore,Southeast Asia,Southeast Asia,0,1
Nanyang Technological University--Oxford University Clinical Research Unit#tb,Nanyang Technological University--Oxford University Clinical Research Unit,Nanyang Technological University,Oxford University Clinical Research Unit,tb,1,Singapore,Viet Nam,Southeast Asia,Southeast Asia,1,1
Nanyang Technological University--Singapore Immunology Network#tb,Nanyang Technological University--Singapore Immunology Network,Nanyang Technological University,Singapore Immunology Network,tb,1,Singapore,Singapore,Southeast Asia,Southeast Asia,0,1
Nanyang Technological University--University of Melbourne#tb,Nanyang Technological University--University of Melbourne,Nanyang Technological University,University of Melbourne,tb,1,Singapore,Australia,Southeast Asia,Oceania,1,1
National University Health System--Singapore Immunology Network#tb,National University Health System--Singapore Immunology Network,National University Health System,Singapore Immunology Network,tb,1,Singapore,Singapore,Southeast Asia,Southeast Asia,0,1
National University Health System--Tan Tock Seng Hospital#tb,National University Health System--Tan Tock Seng Hospital,National University Health System,Tan Tock Seng Hospital,tb,1,Singapore,Singapore,Southeast Asia,Southeast Asia,0,1
National University of Singapore--Singapore Immunology Network#tb,National University of Singapore--Singapore Immunology Network,National University of Singapore,Singapore Immunology Network,tb,1,Singapore,Singapore,Southeast Asia,Southeast Asia,0,1
Oxford University Clinical Research Unit--Singapore Immunology Network#tb,Oxford University Clinical Research Unit--Singapore Immunology Network,Oxford University Clinical Research Unit,Singapore Immunology Network,tb,1,Viet Nam,Singapore,Southeast Asia,Southeast Asia,1,1
Oxford University Clinical Research Unit--Tan Tock Seng Hospital#tb,Oxford University Clinical Research Unit--Tan Tock Seng Hospital,Oxford University Clinical Research Unit,Tan Tock Seng Hospital,tb,1,Viet Nam,Singapore,Southeast Asia,Southeast Asia,1,1
Singapore Immunology Network--Tan Tock Seng Hospital#tb,Singapore Immunology Network--Tan Tock Seng Hospital,Singapore Immunology Network,Tan Tock Seng Hospital,tb,1,Singapore,Singapore,Southeast Asia,Southeast Asia,0,1
Singapore Immunology Network--University of Melbourne#tb,Singapore Immunology Network--University of Melbourne,Singapore Immunology Network,University of Melbourne,tb,1,Singapore,Australia,Southeast Asia,Oceania,1,1
Tan Tock Seng Hospital--University of Melbourne#tb,Tan Tock Seng Hospital--University of Melbourne,Tan Tock Seng Hospital,University of Melbourne,tb,1,Singapore,Australia,Southeast Asia,Oceania,1,1
Mahidol University--Nanyang Technological University#vector_borne,Mahidol University--Nanyang Technological University,Mahidol University,Nanyang Technological University,vector_borne,1,Thailand,Singapore,Southeast Asia,Southeast Asia,1,1
Duke-NUS Medical School--Johns Hopkins University#tb,Duke-NUS Medical School--Johns Hopkins University,Duke-NUS Medical School,Johns Hopkins University,tb,1,Singapore,United States,Southeast Asia,North America,1,1
Johns Hopkins University--Nanyang Technological University#tb,Johns Hopkins University--Nanyang Technological University,Johns Hopkins University,Nanyang Technological University,tb,1,United States,Singapore,North America,Southeast Asia,1,1
Johns Hopkins University--Tan Tock Seng Hospital#tb,Johns Hopkins University--Tan Tock Seng Hospital,Johns Hopkins University,Tan Tock Seng Hospital,tb,1,United States,Singapore,North America,Southeast Asia,1,1
Johns Hopkins University--Universitas Indonesia#tb,Johns Hopkins University--Universitas Indonesia,Johns Hopkins University,Universitas Indonesia,tb,1,United States,Indonesia,North America,Southeast Asia,1,0
Duke-NUS Medical School--London School of Hygiene & Tropical Medicine#sti,Duke-NUS Medical School--London School of Hygiene & Tropical Medicine,Duke-NUS Medical School,London School of Hygiene & Tropical Medicine,sti,1,Singapore,United Kingdom,Southeast Asia,Europe,1,1
Duke-NUS Medical School--University of Hong Kong#sti,Duke-NUS Medical School--University of Hong Kong,Duke-NUS Medical School,University of Hong Kong,sti,1,Singapore,Hong Kong SAR,Southeast Asia,East Asia,1,1
National Cancer Centre Singapore--University of Hong Kong#tb,National Cancer Centre Singapore--University of Hong Kong,National Cancer Centre Singapore,University of Hong Kong,tb,1,Singapore,Hong Kong SAR,Southeast Asia,East Asia,1,1
Singapore General Hospital--University of Hong Kong#tb,Singapore General Hospital--University of Hong Kong,Singapore General Hospital,University of Hong Kong,tb,1,Singapore,Hong Kong SAR,Southeast Asia,East Asia,1,1
Tan Tock Seng Hospital--University of Hong Kong#tb,Tan Tock Seng Hospital--University of Hong Kong,Tan Tock Seng Hospital,University of Hong Kong,tb,1,Singapore,Hong Kong SAR,Southeast Asia,East Asia,1,1
Mahidol University--University of Malaya#vector_borne,Mahidol University--University of Malaya,Mahidol University,University of Malaya,vector_borne,1,Thailand,Malaysia,Southeast Asia,Southeast Asia,1,0
Harvard University--US Centers for Disease Control and Prevention#tb,Harvard University--US Centers for Disease Control and Prevention,Harvard University,US Centers for Disease Control and Prevention,tb,1,United States,United States,North America,North America,0,0
London School of Hygiene & Tropical Medicine--US Centers for Disease Control and Prevention#tb,London School of Hygiene & Tropical Medicine--US Centers for Disease Control and Prevention,London School of Hygiene & Tropical Medicine,US Centers for Disease Control and Prevention,tb,1,United Kingdom,United States,Europe,North America,1,0
Duke-NUS Medical School--KK Women's and Children's Hospital#amr_hai,Duke-NUS Medical School--KK Women's and Children's Hospital,Duke-NUS Medical School,KK Women's and Children's Hospital,amr_hai,1,Singapore,Singapore,Southeast Asia,Southeast Asia,0,1
Duke-NUS Medical School--Singapore General Hospital#amr_hai,Duke-NUS Medical School--Singapore General Hospital,Duke-NUS Medical School,Singapore General Hospital,amr_hai,1,Singapore,Singapore,Southeast Asia,Southeast Asia,0,1
KK Women's and Children's Hospital--Singapore General Hospital#amr_hai,KK Women's and Children's Hospital--Singapore General Hospital,KK Women's and Children's Hospital,Singapore General Hospital,amr_hai,1,Singapore,Singapore,Southeast Asia,Southeast Asia,0,1
Johns Hopkins University--National University of Singapore#sti,Johns Hopkins University--National University of Singapore,Johns Hopkins University,National University of Singapore,sti,1,United States,Singapore,North America,Southeast Asia,1,1
Johns Hopkins University--University of Oxford#sti,Johns Hopkins University--University of Oxford,Johns Hopkins University,University of Oxford,sti,1,United States,United Kingdom,North America,Europe,1,0
Nanyang Technological University--SingHealth#amr_hai,Nanyang Technological University--SingHealth,Nanyang Technological University,SingHealth,amr_hai,1,Singapore,Singapore,Southeast Asia,Southeast Asia,0,1
National Centre for Infectious Diseases--SingHealth#amr_hai,National Centre for Infectious Diseases--SingHealth,National Centre for Infectious Diseases,SingHealth,amr_hai,1,Singapore,Singapore,Southeast Asia,Southeast Asia,0,1
National Centre for Infectious Diseases--Singapore General Hospital#amr_hai,National Centre for Infectious Diseases--Singapore General Hospital,National Centre for Infectious Diseases,Singapore General Hospital,amr_hai,1,Singapore,Singapore,Southeast Asia,Southeast Asia,0,1
