uid,pmid,pmc,doi,url,title,journal,journal_abbrev,year,pub_date,language,article_types,n_authors,n_institutions,n_countries,primary_domain,primary_domain_label,domains,is_multi_domain,primary_subdomain,subdomains,research_types,n_research_types,singapore_led,is_international,first_author,last_author,first_author_country,last_author_country,sg_institutions,countries,institutions,topic_id,topic_label,topic_terms,topic_map_x,topic_map_y,screening_decision,screening_decided_by,screening_rules,screening_flags,sources,query_ids,needs_manual_metadata
doi:10.1128/jvi.01597-25,41277843,PMC12724274,10.1128/jvi.01597-25,https://pubmed.ncbi.nlm.nih.gov/41277843/,Single-cell transcriptome profiling reveals immunological fitness of HIV long-term non-progressors.,Journal of virology,J Virol,2025,2025-11-24,eng,"Journal Article|Research Support, Non-U.S. Gov't",14,1,2,sti,Sexually-transmitted infections,sti,0,HIV Infections,HIV Infections|HIV-1,Basic research,1,0,1,"Shi, Minjuan","Jiang, Junjun",China,China,National University of Singapore,China|Singapore,National University of Singapore,sti_t1,"hiv, therapy, male, infections","hiv, therapy, male, infections, people, living, infection, agents",0.923239,0.427873,include,mechanical,INC-GEO-01,,pubmed,geo_sti_4,0
doi:10.1016/j.infpip.2025.100492,41323289,PMC12661296,10.1016/j.infpip.2025.100492,https://pubmed.ncbi.nlm.nih.gov/41323289/,Retrospective cohort study of Gram-negative bacteraemia shows transmission of hypervirulentin a UK Intensive Care Unit during the Covid-19 pandemic.,Infection prevention in practice,Infect Prev Pract,2025,2025-10-20,eng,Journal Article,7,0,2,rti,Respiratory-tract infections,rti|amr_hai,1,Other/unspecified,,Infection prevention and control|Surveillance and epidemiology|Clinical studies,3,1,1,"Bousfield, Rachel","Baker, Stephen",United Kingdom,Singapore,,Singapore|United Kingdom,,rti_t1,"incidence, months, remained, maternal","incidence, months, remained, maternal, infants, retrospective, database, april",0.426551,0.445068,include,mechanical,INC-GEO-01,,pubmed,geo_amr_hai_2,0
doi:10.47102/annals-acadmedsg.2025246,41560280,,10.47102/annals-acadmedsg.2025246,https://pubmed.ncbi.nlm.nih.gov/41560280/,Recommendations for screening for latent tuberculosis infection in people with rheumatic diseases: Consensus statement from the Singapore Chapter of Rheumatologists.,"Annals of the Academy of Medicine, Singapore",Ann Acad Med Singap,2025,2025-12-31,eng,Journal Article|Consensus Statement|Review,15,6,1,tb,Tuberculosis,tb,0,Other/unspecified,,,0,1,0,"Chong, Kar Mun","Lahiri, Manjari",Singapore,Singapore,Alexandra Hospital|National University Hospital|National University of Singapore|Sengkang General Hospital|Singapore General Hospital|Tan Tock Seng Hospital,Singapore,Alexandra Hospital|National University Hospital|National University of Singapore|Sengkang General Hospital|Singapore General Hospital|Tan Tock Seng Hospital,tb_t2,"diagnosis, diagnostic, conducted, systematic","diagnosis, diagnostic, conducted, systematic, included, characteristics, symptoms, age",0.498369,0.802712,include,mechanical,INC-GEO-01,,pubmed,geo_tb_1,0
doi:10.1128/spectrum.01353-25,41114592,PMC12671214,10.1128/spectrum.01353-25,https://pubmed.ncbi.nlm.nih.gov/41114592/,QuantiFERON-TB Gold Plus CD8+ T cell responses in contacts with tuberculosis disease and recent tuberculosis infection.,Microbiology spectrum,Microbiol Spectr,2025,2025-10-20,eng,Journal Article,4,2,1,tb,Tuberculosis,tb,0,Mycobacterium tuberculosis,Mycobacterium tuberculosis|Tuberculosis|Sensitivity and Specificity,Detection,1,1,0,"Chee, Cynthia Bin-Eng","Wang, Yee-Tang",Singapore,Singapore,National Centre for Infectious Diseases|Tan Tock Seng Hospital,Singapore,National Centre for Infectious Diseases|Tan Tock Seng Hospital,tb_t1,"antitubercular, drug, agents, multidrug-resistant","antitubercular, drug, agents, multidrug-resistant, treatment, rifampin, drugs, mycobacterium",0.366922,0.860366,include,mechanical,INC-GEO-01,,pubmed,geo_tb_1,0
doi:10.1186/s41182-025-00846-x,41382194,PMC12699892,10.1186/s41182-025-00846-x,https://pubmed.ncbi.nlm.nih.gov/41382194/,Programmatic approaches to screening for tuberculosis disease: a situational analysis of seven countries in the Western Pacific Region.,Tropical medicine and health,Trop Med Health,2025,2025-12-12,eng,Journal Article,13,2,5,tb,Tuberculosis,tb|sti,1,Other/unspecified,,,0,1,1,"Teo, Alvin Kuo Jing",,Australia,,National University of Singapore,Australia|Philippines|Republic of Korea|Singapore|Switzerland,National University of Singapore|World Health Organization,tb_t2,"diagnosis, diagnostic, conducted, systematic","diagnosis, diagnostic, conducted, systematic, included, characteristics, symptoms, age",0.472512,0.706427,include,mechanical,INC-GEO-01,,pubmed,geo_sti_2,0
doi:10.1016/s2214-109x(25)00105-6,40412395,PMC12287636,10.1016/s2214-109x(25)00105-6,https://pubmed.ncbi.nlm.nih.gov/40412395/,Post-pulmonary tuberculosis lung function: a systematic review and meta-analysis.,The Lancet. Global health,Lancet Glob Health,2025,2025-Jun-01,eng,Journal Article|Systematic Review|Meta-Analysis,12,3,5,tb,Tuberculosis,tb,0,"Tuberculosis, Pulmonary","Tuberculosis, Pulmonary",,0,0,1,"Ratnakumar, Sharina","Porter, Joanna C",United Kingdom,United Kingdom,National University Hospital|National University of Singapore,Italy|Poland|Singapore|United Kingdom|United States,Johns Hopkins University|National University Hospital|National University of Singapore,tb_t2,"diagnosis, diagnostic, conducted, systematic","diagnosis, diagnostic, conducted, systematic, included, characteristics, symptoms, age",0.427062,0.291451,include,mechanical,INC-GEO-01,regional_participation,pubmed,geo_tb_4,0
doi:10.1038/s41467-025-65976-6,41372125,PMC12696075,10.1038/s41467-025-65976-6,https://pubmed.ncbi.nlm.nih.gov/41372125/,Photo-reversible amyloid nanoNETs for regenerative antimicrobial therapies.,Nature communications,Nat Commun,2025,2025-12-10,eng,Journal Article,16,1,4,amr_hai,AMR and healthcare-associated infections,amr_hai,0,Anti-Bacterial Agents,Anti-Bacterial Agents|Methicillin-Resistant Staphylococcus aureus|Staphylococcal Infections,,0,0,1,"Xuan, Qize","Mezzenga, Raffaele",China,Switzerland,National University of Singapore,China|Singapore|Switzerland|United States,National University of Singapore,amr_hai_t2,"agents, tests, activity, sensitivity","agents, tests, activity, sensitivity, antibacterial, anti-bacterial, animals, microbial",0.103928,0.246613,include,mechanical,INC-GEO-01,regional_participation,pubmed,geo_amr_hai_5,0
doi:10.47102/annals-acadmedsg.2025240,41601292,,10.47102/annals-acadmedsg.2025240,https://pubmed.ncbi.nlm.nih.gov/41601292/,No increased incidence of bacterial sexually transmitted infections with PrEP use among men who have sex with men in a clinic cohort.,"Annals of the Academy of Medicine, Singapore",Ann Acad Med Singap,2025,2025-11-21,eng,Letter,3,1,1,sti,Sexually-transmitted infections,sti,0,Other/unspecified,,,0,1,0,"Yeo, Benson Koon Wee","Cheng, Linus",Singapore,Singapore,National Skin Centre,Singapore,National Skin Centre,sti_t1,"hiv, therapy, male, infections","hiv, therapy, male, infections, people, living, infection, agents",0.096126,0.796076,include,agent,EXC-TYP-01,,pubmed,geo_sti_2,0
doi:10.1016/j.vaccine.2025.126728,39823847,,10.1016/j.vaccine.2025.126728,https://pubmed.ncbi.nlm.nih.gov/39823847/,Modelling the impact and cost-effectiveness of upcoming Zika virus vaccines on congenital Zika syndrome.,Vaccine,Vaccine,2025,2025-01-16,eng,"Journal Article|Research Support, Non-U.S. Gov't",6,2,1,vector_borne,Vector-borne diseases,vector_borne,0,Zika Virus,Zika Virus|Zika Virus Infection,Vaccine|Modelling,2,1,0,"Song, Haolong","Dickens, Borame L",Singapore,Singapore,Nanyang Technological University|National University of Singapore,Singapore,Nanyang Technological University|National University of Singapore,vector_borne_t1,"infection, fever, although, male","infection, fever, although, male, aged, adult, yellow, zikv",0.478332,0.325814,include,mechanical,INC-GEO-01,,pubmed,geo_vector_borne_5,0
doi:10.1016/s1473-3099(25)00157-4,41036784,,10.1016/s1473-3099(25)00157-4,https://pubmed.ncbi.nlm.nih.gov/41036784/,Management of individuals exposed to multidrug-resistant or rifampicin-resistant tuberculosis.,The Lancet. Infectious diseases,Lancet Infect Dis,2025,2025-06-06,eng,Journal Article|Review,38,5,17,tb,Tuberculosis,tb|sti|amr_hai,1,Antitubercular Agents,"Antitubercular Agents|Mycobacterium tuberculosis|Rifampin|Tuberculosis, Multidrug-Resistant",,0,0,1,"Seddon, James A","Martinez, Leonardo",South Africa,United States,,Australia|Belgium|Canada|China|Denmark|France|India|Netherlands|Singapore|South Africa|Sweden|Ukraine|United Kingdom|United States|Viet Nam|Zambia|Zimbabwe,Harvard University|Imperial College London|London School of Hygiene & Tropical Medicine|University of Melbourne|World Health Organization,tb_t1,"antitubercular, drug, agents, multidrug-resistant","antitubercular, drug, agents, multidrug-resistant, treatment, rifampin, drugs, mycobacterium",0.596692,0.312116,include,mechanical,INC-GEO-01,regional_participation,pubmed,geo_tb_4,0
doi:10.1016/j.ijid.2025.108054,40939955,,10.1016/j.ijid.2025.108054,https://pubmed.ncbi.nlm.nih.gov/40939955/,Longitudinal epidemiology of pulmonary nontuberculous mycobacteria and tuberculosis in Singapore (2006-2024): Emerging dominance of Mycobacterium abscessus.,International journal of infectious diseases : IJID : official publication of the International Society for Infectious Diseases,Int J Infect Dis,2025,2025-09-10,eng,Journal Article,5,2,1,tb,Tuberculosis,tb,0,"Tuberculosis, Pulmonary","Tuberculosis, Pulmonary",Surveillance and epidemiology,1,1,0,"Pereira, Jarett Vanz-Brian","Ng, Dorothy Hui Lin",Singapore,Singapore,Duke-NUS Medical School|Singapore General Hospital,Singapore,Duke-NUS Medical School|Singapore General Hospital,tb_t1,"antitubercular, drug, agents, multidrug-resistant","antitubercular, drug, agents, multidrug-resistant, treatment, rifampin, drugs, mycobacterium",0.557889,0.789701,include,mechanical,INC-GEO-01,,pubmed,geo_tb_4,0
doi:10.1016/j.intf.2025.100335,41647308,PMC12851316,10.1016/j.intf.2025.100335,https://pubmed.ncbi.nlm.nih.gov/41647308/,Infective endocarditis in children with chronic intestinal failure.,"Intestinal Failure (New York, N.Y.)",Intest Fail,2025,2025-12-06,eng,Journal Article,8,1,1,other_id,Other infectious disease,other_id,0,Other/unspecified,,Surveillance and epidemiology,1,1,0,"Pandey, Divya","Chiou, Fang Kuan",Singapore,Singapore,KK Women's and Children's Hospital,Singapore,KK Women's and Children's Hospital,other_id_t2,"outcomes, days, clinical, infections","outcomes, days, clinical, infections, years, therapy, may, early",0.482194,0.0,include,agent,INC-TOP-01,,pubmed,geo_amr_hai_2,0
doi:10.1016/j.infpip.2025.100495,41311829,PMC12651632,10.1016/j.infpip.2025.100495,https://pubmed.ncbi.nlm.nih.gov/41311829/,Implementation of a peripheral intravenous catheter bundle to reduce phlebitis and hospital-onsetbacteremia: A quality improvement project.,Infection prevention in practice,Infect Prev Pract,2025,2025-10-27,eng,Journal Article,13,2,1,amr_hai,AMR and healthcare-associated infections,amr_hai,0,Other/unspecified,,Infection prevention and control,1,1,0,"Li, Jie","Tan, Thean Yen",Singapore,Singapore,Changi General Hospital|Sengkang General Hospital,Singapore,Changi General Hospital|Sengkang General Hospital,amr_hai_t1,"infection, hospital, included, prevention","infection, hospital, included, prevention, conducted, outcomes, january, interventions",0.663199,0.755201,include,mechanical,INC-GEO-01,,pubmed,geo_amr_hai_2,0
doi:10.1038/s41467-025-66606-x,41290647,PMC12749388,10.1038/s41467-025-66606-x,https://pubmed.ncbi.nlm.nih.gov/41290647/,Impact of a community-based antiretroviral therapy delivery model for people living with HIV in Cambodia.,Nature communications,Nat Commun,2025,2025-11-25,eng,Journal Article,13,2,6,sti,Sexually-transmitted infections,sti,0,HIV Infections,HIV Infections|Anti-HIV Agents|Viral Load|Anti-Retroviral Agents,Virology,1,1,1,"Tian, Ziya","Yi, Siyan",Singapore,Cambodia,National University of Singapore,Australia|Cambodia|Japan|Singapore|United Kingdom|United States,London School of Hygiene & Tropical Medicine|National University of Singapore,sti_t1,"hiv, therapy, male, infections","hiv, therapy, male, infections, people, living, infection, agents",0.60936,0.586014,include,mechanical,INC-GEO-01,,pubmed,geo_sti_3|geo_sti_4,0
doi:10.1016/j.celrep.2025.116098,40753572,PMC12440574,10.1016/j.celrep.2025.116098,https://pubmed.ncbi.nlm.nih.gov/40753572/,Identification of the seven critical residues that control ZIKV-DENV cross-reactivity to engineer a non-cross-reactive ZIKV vaccine.,Cell reports,Cell Rep,2025,2025-08-02,eng,Journal Article,17,1,2,vector_borne,Vector-borne diseases,vector_borne,0,Dengue,Dengue|Dengue Virus|Zika Virus|Zika Virus Infection,Immunology,1,0,1,"Grinyo-Escuer, Ariadna","Doranz, Benjamin J",United States,United States,"Agency for Science, Technology and Research",Singapore|United States,"Agency for Science, Technology and Research",vector_borne_t6,"included, evaluation, rapid, settings","included, evaluation, rapid, settings, detection, southeast, positive, denv",0.148359,0.368948,include,mechanical,INC-GEO-01,,pubmed,geo_vector_borne_5,0
doi:10.47102/annals-acadmedsg.2025336,41492883,,10.47102/annals-acadmedsg.2025336,https://pubmed.ncbi.nlm.nih.gov/41492883/,High-risk human papillomavirus genotype prevalence in Singapore cervical samples: Implications for clinical management.,"Annals of the Academy of Medicine, Singapore",Ann Acad Med Singap,2025,2025-12-17,eng,Journal Article,5,0,1,sti,Sexually-transmitted infections,sti,0,Papillomavirus Infections,Papillomavirus Infections|Human Papillomavirus Viruses|Uterine Cervical Neoplasms,Disease management|Surveillance and epidemiology|Genomics,3,1,0,"Nandakumar, Vivekanathan","Ho, Sherry Sze Yee",Singapore,Singapore,,Singapore,,sti_t1,"hiv, therapy, male, infections","hiv, therapy, male, infections, people, living, infection, agents",0.352046,0.019758,include,mechanical,INC-GEO-01,,pubmed,geo_sti_3|geo_sti_4,0
doi:10.3390/ijms262411784,41465216,PMC12733343,10.3390/ijms262411784,https://pubmed.ncbi.nlm.nih.gov/41465216/,Gene Methylation as a Potential Biomarker for Anal Intraepithelial Neoplasia.,International journal of molecular sciences,Int J Mol Sci,2025,2025-12-05,eng,Journal Article,8,1,2,sti,Sexually-transmitted infections,sti,0,HIV Infections,HIV Infections|Papillomavirus Infections,Detection,1,0,1,"Pholpong, Chavis","Chaiwongkot, Arkom",Thailand,Thailand,Nanyang Technological University,Singapore|Thailand,Nanyang Technological University,sti_t1,"hiv, therapy, male, infections","hiv, therapy, male, infections, people, living, infection, agents",0.640221,0.055342,include,mechanical,INC-GEO-01,,pubmed,geo_sti_2|geo_sti_3|geo_sti_4,0
doi:10.1186/s12889-025-25357-6,41339840,PMC12676780,10.1186/s12889-025-25357-6,https://pubmed.ncbi.nlm.nih.gov/41339840/,Factors influencing antiretroviral therapy adherence among youth living with HIV: a systematic review and meta-analysis.,BMC public health,BMC Public Health,2025,2025-12-03,eng,Journal Article|Systematic Review|Meta-Analysis,3,2,2,sti,Sexually-transmitted infections,sti,0,HIV Infections,HIV Infections|Anti-HIV Agents|Anti-Retroviral Agents,,0,1,1,"Saenjun, Pairin","Klainin-Yobas, Piyanee",Thailand,Singapore,National University of Singapore,Singapore|Thailand,Mahidol University|National University of Singapore,sti_t1,"hiv, therapy, male, infections","hiv, therapy, male, infections, people, living, infection, agents",0.821408,0.725939,include,mechanical,INC-GEO-01,,pubmed,geo_sti_2|geo_sti_3|geo_sti_4,0
doi:10.3390/pathogens14030285,40137770,PMC11944716,10.3390/pathogens14030285,https://pubmed.ncbi.nlm.nih.gov/40137770/,"Exploitingas a Tool for Mosquito-Borne Disease Control: Pursuing Efficacy, Safety, and Sustainability.","Pathogens (Basel, Switzerland)",Pathogens,2025,2025-03-14,eng,Journal Article|Review,12,2,6,vector_borne,Vector-borne diseases,vector_borne,0,Mosquito Vectors,"Mosquito Vectors|Wolbachia|Mosquito Control|Pest Control, Biological",Entomology,1,0,1,"Moretti, Riccardo","Ross, Perran A",Italy,Australia,Nanyang Technological University,Australia|Brazil|Italy|Singapore|Spain|United States,Nanyang Technological University|University of Melbourne,vector_borne_t4,"vectors, wolbachia, mosquito, aedes","vectors, wolbachia, mosquito, aedes, aegypti, mosquitoes, intervention, field",0.709041,0.289723,include,mechanical,INC-GEO-01,regional_participation,pubmed,geo_vector_borne_5,0
doi:10.1186/s12889-025-24934-z,41194030,PMC12587596,10.1186/s12889-025-24934-z,https://pubmed.ncbi.nlm.nih.gov/41194030/,Expanding diagnostic testing for drug-resistant tuberculosis in high burden settings: a cost-effectiveness analysis.,BMC public health,BMC Public Health,2025,2025-11-05,eng,Journal Article,7,1,3,tb,Tuberculosis,tb|amr_hai,1,"Tuberculosis, Multidrug-Resistant","Tuberculosis, Multidrug-Resistant",Genomics|Detection,2,1,1,"Getchell, Marya","Matchar, David",Singapore,Singapore,Duke-NUS Medical School,Philippines|Singapore|United States,Duke-NUS Medical School,tb_t1,"antitubercular, drug, agents, multidrug-resistant","antitubercular, drug, agents, multidrug-resistant, treatment, rifampin, drugs, mycobacterium",0.739983,0.567877,include,mechanical,INC-GEO-01,,pubmed,geo_tb_1|geo_tb_4,0
doi:10.1128/spectrum.02725-25,41222236,PMC12671213,10.1128/spectrum.02725-25,https://pubmed.ncbi.nlm.nih.gov/41222236/,Epidemiology of diarrheagenic pathogens in acute hospitals in Singapore: a retrospective multicenter study.,Microbiology spectrum,Microbiol Spectr,2025,2025-11-12,eng,Journal Article|Multicenter Study,13,7,1,other_id,Other infectious disease,other_id,0,Other/unspecified,,Surveillance and epidemiology,1,1,0,"Keng, Bryan M H","Boucher, Yann Felix",Singapore,Singapore,Changi General Hospital|KK Women's and Children's Hospital|Nanyang Technological University|National University Hospital|National University of Singapore|Singapore Food Agency|Singapore General Hospital,Singapore,Changi General Hospital|KK Women's and Children's Hospital|Nanyang Technological University|National University Hospital|National University of Singapore|Singapore Food Agency|Singapore General Hospital,other_id_t3,"understanding, environmental, humans, animals","understanding, environmental, humans, animals, often, mechanisms, health, human",0.699494,0.241182,include,agent,INC-TOP-01,,pubmed,geo_amr_hai_2,0
doi:10.1016/j.jhin.2025.11.043,41380747,,10.1016/j.jhin.2025.11.043,https://pubmed.ncbi.nlm.nih.gov/41380747/,Enhancing central-line-associated bloodstream infection prevention: evaluating enhanced strategies in an academic medical centre in Singapore.,The Journal of hospital infection,J Hosp Infect,2025,2025-12-09,eng,Journal Article,14,1,1,amr_hai,AMR and healthcare-associated infections,amr_hai,0,Other/unspecified,,Infection prevention and control|Surveillance and epidemiology,2,1,0,"Ji, X","Ling, M L",Singapore,Singapore,Singapore General Hospital,Singapore,Singapore General Hospital,amr_hai_t1,"infection, hospital, included, prevention","infection, hospital, included, prevention, conducted, outcomes, january, interventions",0.567618,0.865005,include,mechanical,INC-GEO-01,,pubmed,geo_amr_hai_2,0
doi:10.1016/s1473-3099(25)00151-3,40414233,PMC12460212,10.1016/s1473-3099(25)00151-3,https://pubmed.ncbi.nlm.nih.gov/40414233/,"Efficacy and safety of 8-week regimens for the treatment of rifampicin-susceptible pulmonary tuberculosis (TRUNCATE-TB): a prespecified exploratory analysis of a multi-arm, multi-stage, open-label, randomised controlled trial.",The Lancet. Infectious diseases,Lancet Infect Dis,2025,2025-05-22,eng,Journal Article|Randomized Controlled Trial,22,3,7,tb,Tuberculosis,tb,0,Antitubercular Agents,"Antitubercular Agents|Mycobacterium tuberculosis|Tuberculosis, Pulmonary|Rifampin|Diarylquinolines|Drug Therapy, Combination",Treatment|Clinical studies,2,1,1,"Paton, Nicholas I",,Singapore,,National University Hospital|National University of Singapore,India|Indonesia|Philippines|Singapore|Thailand|Uganda|United Kingdom,London School of Hygiene & Tropical Medicine|National University Hospital|National University of Singapore,tb_t1,"antitubercular, drug, agents, multidrug-resistant","antitubercular, drug, agents, multidrug-resistant, treatment, rifampin, drugs, mycobacterium",0.692773,0.391187,include,mechanical,INC-GEO-01,,pubmed,geo_tb_4,0
doi:10.1136/bmjresp-2025-003777,41448789,PMC12742115,10.1136/bmjresp-2025-003777,https://pubmed.ncbi.nlm.nih.gov/41448789/,Effect of smoking on drug-resistant tuberculosis treatment outcomes and potential mechanistic pathways: a multicountry cohort study.,BMJ open respiratory research,BMJ Open Respir Res,2025,2025-12-25,eng,Journal Article|Observational Study|Multicenter Study,23,2,10,tb,Tuberculosis,tb|amr_hai,1,Antitubercular Agents,"Antitubercular Agents|Rifampin|Tuberculosis, Multidrug-Resistant",Treatment|Clinical studies|Surveillance and epidemiology,3,0,1,"Romo, Matthew L",,United States,,,Ethiopia|France|Indonesia|Myanmar|Pakistan|Peru|Singapore|South Africa|United Kingdom|United States,Harvard University|London School of Hygiene & Tropical Medicine,tb_t1,"antitubercular, drug, agents, multidrug-resistant","antitubercular, drug, agents, multidrug-resistant, treatment, rifampin, drugs, mycobacterium",0.535378,0.051,include,mechanical,INC-GEO-01,regional_participation,pubmed,geo_tb_4,0
doi:10.1101/2025.08.20.25334077,40894162,PMC12393624,10.1101/2025.08.20.25334077,https://pubmed.ncbi.nlm.nih.gov/40894162/,Effect of smoking on drug-resistant tuberculosis treatment outcomes and exploring potential pathways: A multicountry cohort study.,medRxiv : the preprint server for health sciences,medRxiv,2025,2025-08-24,eng,Journal Article|Preprint,23,2,10,tb,Tuberculosis,tb|amr_hai,1,Other/unspecified,,Clinical studies,1,0,1,"Romo, Matthew L",,United States,,,Ethiopia|France|Indonesia|Myanmar|Pakistan|Peru|Singapore|South Africa|United Kingdom|United States,Harvard University|London School of Hygiene & Tropical Medicine,tb_t1,"antitubercular, drug, agents, multidrug-resistant","antitubercular, drug, agents, multidrug-resistant, treatment, rifampin, drugs, mycobacterium",0.597926,0.0,include,mechanical,INC-GEO-01,regional_participation,pubmed,geo_tb_1,0
doi:10.1073/pnas.2421573122,39969998,PMC11874179,10.1073/pnas.2421573122,https://pubmed.ncbi.nlm.nih.gov/39969998/,Druggable genome screens identify SPP as an antiviral host target for multiple flaviviruses.,Proceedings of the National Academy of Sciences of the United States of America,Proc Natl Acad Sci U S A,2025,2025-02-19,eng,Journal Article,5,2,1,vector_borne,Vector-borne diseases,vector_borne,0,Dengue Virus,Dengue Virus|Zika Virus|Antiviral Agents,Virology|Treatment,2,0,0,"Qiao, Wenjie","Carette, Jan E",,,A*STAR Infectious Diseases Labs|National University of Singapore,Singapore,A*STAR Infectious Diseases Labs|National University of Singapore,vector_borne_t1,"infection, fever, although, male","infection, fever, although, male, aged, adult, yellow, zikv",0.087669,0.320193,include,mechanical,INC-GEO-01,,pubmed,geo_vector_borne_5,0
doi:10.1038/s41467-025-66413-4,41372160,PMC12728208,10.1038/s41467-025-66413-4,https://pubmed.ncbi.nlm.nih.gov/41372160/,Differential gut transmission of IncP plasmid clades involving hypervirulent Klebsiella pneumoniae reveals plasmid-specific ecological adaptation.,Nature communications,Nat Commun,2025,2025-12-10,eng,Journal Article,14,2,3,amr_hai,AMR and healthcare-associated infections,amr_hai,0,Anti-Bacterial Agents,Anti-Bacterial Agents|Klebsiella pneumoniae|Escherichia coli|Virulence|Klebsiella Infections,Genomics|Surveillance and epidemiology|Transmission,3,1,1,"Yong, Melvin","Gan, Yunn-Hwen",Singapore,Singapore,National University of Singapore,Australia|Singapore|Viet Nam,National University of Singapore|Oxford University Clinical Research Unit,amr_hai_t2,"agents, tests, activity, sensitivity","agents, tests, activity, sensitivity, antibacterial, anti-bacterial, animals, microbial",0.918902,0.215771,include,mechanical,INC-GEO-01,,pubmed,geo_amr_hai_5,0
doi:10.1007/s00408-024-00779-y,39841224,,10.1007/s00408-024-00779-y,https://pubmed.ncbi.nlm.nih.gov/39841224/,Diagnostic Accuracy of Breath Tests to Detect Pulmonary Tuberculosis: A Systematic Review.,Lung,Lung,2025,2025-01-22,eng,Journal Article|Systematic Review,3,2,1,tb,Tuberculosis,tb,0,"Tuberculosis, Pulmonary","Tuberculosis, Pulmonary|Sensitivity and Specificity",Detection,1,1,0,"Chew, Natalie","See, Kay Choong",Singapore,Singapore,National University Hospital|National University of Singapore,Singapore,National University Hospital|National University of Singapore,tb_t2,"diagnosis, diagnostic, conducted, systematic","diagnosis, diagnostic, conducted, systematic, included, characteristics, symptoms, age",0.219786,0.562026,include,mechanical,INC-GEO-01,,pubmed,geo_tb_4,0
doi:10.1016/j.idc.2025.11.009,41444061,,10.1016/j.idc.2025.11.009,https://pubmed.ncbi.nlm.nih.gov/41444061/,Current Options for the Treatment of Invasive Infections Caused by Carbapenem-Resistant Enterobacterales.,Infectious disease clinics of North America,Infect Dis Clin North Am,2025,2025-12-23,eng,Journal Article|Review,4,3,3,amr_hai,AMR and healthcare-associated infections,amr_hai,0,Anti-Bacterial Agents,Anti-Bacterial Agents|beta-Lactamases,,0,1,1,"Ngiam, Jinghao Nicholas","Yin, Mo",Singapore,Singapore,National University Health System|National University of Singapore,Singapore|Thailand|United Kingdom,Mahidol University|National University Health System|National University of Singapore,amr_hai_t1,"infection, hospital, included, prevention","infection, hospital, included, prevention, conducted, outcomes, january, interventions",0.371852,0.458891,include,mechanical,INC-GEO-01,,pubmed,geo_amr_hai_5,0
doi:10.1016/j.idc.2025.11.005,41436293,,10.1016/j.idc.2025.11.005,https://pubmed.ncbi.nlm.nih.gov/41436293/,Current Management Strategies for Hypervirulent Klebsiella.,Infectious disease clinics of North America,Infect Dis Clin North Am,2025,2025-12-22,eng,Journal Article|Review,1,1,2,amr_hai,AMR and healthcare-associated infections,amr_hai,0,Anti-Bacterial Agents,Anti-Bacterial Agents|Klebsiella pneumoniae|Virulence|Klebsiella Infections,Disease management,1,1,1,"S, Abi Manesh",,India,,National University of Singapore,India|Singapore,National University of Singapore,amr_hai_t2,"agents, tests, activity, sensitivity","agents, tests, activity, sensitivity, antibacterial, anti-bacterial, animals, microbial",0.782173,0.405851,include,mechanical,INC-GEO-01,,pubmed,geo_amr_hai_5,0
doi:10.1016/j.idc.2025.11.003,41421962,,10.1016/j.idc.2025.11.003,https://pubmed.ncbi.nlm.nih.gov/41421962/,Current Antibiotic Options for the Treatment of Infections with AmpC-Producing Enterobacterales.,Infectious disease clinics of North America,Infect Dis Clin North Am,2025,2025-12-19,eng,Journal Article|Review,4,6,2,amr_hai,AMR and healthcare-associated infections,amr_hai,0,Anti-Bacterial Agents,Anti-Bacterial Agents|beta-Lactamases,,0,1,1,"Ngiam, Jinghao Nicholas","Lye, David Chien Boon",Singapore,Singapore,Communicable Diseases Agency|Nanyang Technological University|National Centre for Infectious Diseases|National University Health System|National University of Singapore|Tan Tock Seng Hospital,Australia|Singapore,Communicable Diseases Agency|Nanyang Technological University|National Centre for Infectious Diseases|National University Health System|National University of Singapore|Tan Tock Seng Hospital,amr_hai_t2,"agents, tests, activity, sensitivity","agents, tests, activity, sensitivity, antibacterial, anti-bacterial, animals, microbial",0.295402,0.419291,include,mechanical,INC-GEO-01,,pubmed,geo_amr_hai_5,0
doi:10.1186/s12964-025-02588-z,41398675,PMC12821835,10.1186/s12964-025-02588-z,https://pubmed.ncbi.nlm.nih.gov/41398675/,Comparison of human cerebral organoids infected with wild-type Zika versus attenuated DN-2 virus strains uncovers differences in host immune responses.,Cell communication and signaling : CCS,Cell Commun Signal,2025,2025-12-16,eng,Journal Article|Comparative Study,6,1,1,vector_borne,Vector-borne diseases,vector_borne,0,Zika Virus,Zika Virus|Zika Virus Infection,Basic research|Immunology,2,1,0,"Choo, Yun Ying","Chua, John Jia En",Singapore,Singapore,National University of Singapore,Singapore,National University of Singapore,vector_borne_t1,"infection, fever, although, male","infection, fever, although, male, aged, adult, yellow, zikv",0.2482,0.518239,include,mechanical,INC-GEO-01,,pubmed,geo_vector_borne_5,0
